filename,accurccy
color_1462637394542.jpg,0.568803097729
color_1462637396718.jpg,0.748638933482
color_1462637398281.jpg,0.748638933482
color_1462637400450.jpg,0.708976435205
color_1462637401910.jpg,0.748638933482
color_1462637403379.jpg,0.748638933482
color_1462637404847.jpg,0.708976435205
color_1462637406378.jpg,0.708976435205
color_1462637407912.jpg,0.700199307668
color_1462637409465.jpg,0.700199307668
color_1462637411068.jpg,0.690839831818
color_1462637413059.jpg,0.534784814078
color_1462637414730.jpg,0.538616714697
color_1462637416677.jpg,0.534784814078
color_1462637418431.jpg,0.700199307668
color_1462637420644.jpg,0.605354261203
color_1462637422205.jpg,0.805778815913
color_1462637424032.jpg,0.742818806165
color_1462637427065.jpg,0.760911475068
color_1462637428742.jpg,0.742818806165
color_1462637431711.jpg,0.675247556533
color_1462637434322.jpg,0.73730567199
color_1462637436859.jpg,0.698624517375
color_1462637438326.jpg,0.746959459459
color_1462637439986.jpg,0.920601888907
color_1462637441561.jpg,0.918217260323
color_1462637443419.jpg,0.918217260323
color_1462637444901.jpg,0.297024297024
color_1462637450462.jpg,0.786414329165
color_1462637452529.jpg,0.801886664772
color_1462637454252.jpg,0.772658511776
color_1462637456533.jpg,0.667042253521
color_1462637461563.jpg,0.541355104532
color_1462637463173.jpg,0
color_1462637464887.jpg,0.427275898151
color_1462637466413.jpg,0.555018137848
color_1462637469976.jpg,0.609521901518
color_1462637472092.jpg,0.715612779171
color_1462637473660.jpg,0.839079123307
color_1462637475880.jpg,0.804334175441
color_1462637479370.jpg,0.839079123307
color_1462637481073.jpg,0.824626184626
color_1462637482493.jpg,0.824626184626
color_1462637484541.jpg,0.77995211407
color_1462637486784.jpg,0.814063949704
color_1462637488250.jpg,0.841147110585
color_1462637489826.jpg,0.814063949704
color_1462637491260.jpg,0.814063949704
color_1462637493286.jpg,0.914584730199
color_1462637494852.jpg,0.847951862995
color_1462637496337.jpg,0.847951862995
color_1462637497892.jpg,0.84200151254
color_1462637499330.jpg,0.865904173107
color_1462637502111.jpg,0.62961038961
color_1462637503659.jpg,0.578841387856
color_1462637505257.jpg,0.683493369913
color_1462637507534.jpg,0.725278990781
color_1462637509017.jpg,0.683493369913
color_1462637510857.jpg,0.911506643269
color_1462637513039.jpg,0.766554870915
color_1462637514416.jpg,0.726761813207
color_1462637516766.jpg,0.726761813207
color_1462637518198.jpg,0.726761813207
color_1462637521160.jpg,0.692861134395
color_1462637524170.jpg,0.661230225141
color_1462637526835.jpg,0.580490448449
color_1462637528260.jpg,0.584633983998
color_1462637531136.jpg,0.885575915284
color_1462637532532.jpg,0.935409291236
color_1462637533925.jpg,0.885575915284
color_1462637535326.jpg,0.885575915284
color_1462637537340.jpg,0.885575915284
color_1462637538954.jpg,0.647276596207
color_1462637540418.jpg,0.686763503162
color_1462637541895.jpg,0.686763503162
color_1462637545984.jpg,0.286895210309
color_1462637547371.jpg,0.286895210309
color_1462637548988.jpg,0.273148148148
color_1462637550379.jpg,0.629918807458
color_1462637551847.jpg,0.702540705997
color_1462637554666.jpg,0.228830151738
color_1462637556383.jpg,0.632846378594
color_1462637559627.jpg,0
color_1462637561405.jpg,0
color_1462637564458.jpg,0.846577368724
color_1462637567149.jpg,0.888997555012
color_1462637569758.jpg,0.888997555012
color_1462637572617.jpg,0.881739552178
color_1462637574214.jpg,0
color_1462637576062.jpg,0.881739552178
color_1462637578226.jpg,0.881739552178
color_1462637580377.jpg,0.818066903602
color_1462637582560.jpg,0.751522130263
color_1462637584626.jpg,0.288045007032
color_1462637586364.jpg,0.677434793013
color_1462637587942.jpg,0.651645161703
color_1462637590390.jpg,0.681694795232
color_1462637591839.jpg,0.681694795232
color_1462637595801.jpg,0.715629287058
color_1462637597540.jpg,0.788528437327
color_1462637599058.jpg,0.784644268515
color_1462637600579.jpg,0.81682665816
color_1462637602001.jpg,0.784644268515
color_1462637603437.jpg,0.851330723775
color_1462637604906.jpg,0.75142706264
color_1462637607275.jpg,0.784644268515
color_1462637608692.jpg,0.784644268515
color_1462637610144.jpg,0.840731346438
color_1462637611577.jpg,0.762684273584
color_1462637612985.jpg,0.762684273584
color_1462637614530.jpg,0.498478550276
color_1462637616088.jpg,0
color_1462637619168.jpg,0.786902730375
color_1462637620790.jpg,0.256525074762
color_1462637622660.jpg,0
